id,is_iceberg,angle,pred,band_1_max,band_1_min,band_1_mean,band_1_median,band_1_coords,band_1_x,band_1_y,band_2_max,band_2_min,band_2_mean,band_2_median,band_2_coords,band_2_x,band_2_y
91bf5036,0,36.5404,,0.7517668984790009,0.12302870273039591,0.29995971934301496,0.2950902685086414,"(35, 32)",35,32,0.5398558696243081,0.13335685558454538,0.2582985896797821,0.2586282987738715,"(35, 32)",35,32
91febbeb,0,31.3432,,0.6424741584288932,0.20652178844492095,0.3277652047373156,0.32703533532719065,"(36, 36)",36,36,0.5298921920085768,0.16022358652608756,0.2702316145637335,0.2691299519125016,"(36, 36)",36,36
925aeb50,0,43.7878,,0.5024479868083945,0.18881741807246766,0.2997426186918659,0.3012028630139472,"(40, 48)",40,48,0.37045082752655806,0.056349252881849714,0.1972263029777191,0.20085994568443968,"(39, 48)",39,48
9264212d,0,43.8343,,0.4004685579593655,0.0010995705169969737,0.1783821404789924,0.1823205054801162,"(38, 39)",38,39,0.25393414387880026,0.05639095776344973,0.1807690120448418,0.18233308175792085,"(47, 41)",47,41
92724245,1,32.785,,0.5225203867819905,0.20908655141461563,0.33024708801487734,0.32959739358699075,"(34, 37)",34,37,0.39824749257189446,0.1292337434720518,0.24815096797315483,0.251351619565328,"(35, 38)",35,38
92949454,1,39.2337,,0.728160489657688,0.14664433498637225,0.30763689796426114,0.2967418117338442,"(43, 55)",43,55,0.5903529030685819,0.10273921551148382,0.23970218113345496,0.23835952689064954,"(45, 54)",45,54
92a21542,0,na,,0.513677892434211,0.19931246523762258,0.3291532148505874,0.3312211792594968,"(38, 37)",38,37,0.35926123080304107,0.16288920900023754,0.27358489410355846,0.27441239990579136,"(40, 46)",40,46
92aa3e8a,1,38.8248,,0.47397584227906786,0.18958029583194486,0.31204932717675443,0.31244819919667377,"(37, 33)",37,33,0.30848048949415896,0.0706361537499693,0.22412765487287958,0.2251397898771957,"(53, 61)",53,61
92b72c29,0,43.241,,0.6984769591622211,0.24228072056861827,0.36825733044352316,0.3625166046752145,"(36, 50)",36,50,0.5861933459250667,0.09219633112708774,0.24451669140319832,0.23836041184181322,"(34, 50)",34,50
92c90853,0,na,,0.8909274008999282,0.13083521840395293,0.28231831206647506,0.2633353041569671,"(36, 37)",36,37,0.5053697964123731,0.03164842121721021,0.19002289463664532,0.18829886161876563,"(37, 36)",37,36
92d09310,1,38.039,,0.4915993580290049,0.16943868270607,0.2862654035757323,0.28599528886899955,"(35, 37)",35,37,0.33309771196998406,0.11417031665397322,0.23136224160506244,0.23310017487632123,"(34, 35)",34,35
932c43f2,0,42.4142,,0.482615159318132,0.11889674110626577,0.24810079009104646,0.24923314619233683,"(34, 41)",34,41,0.399325412945634,0.05525795852784809,0.1864726467494988,0.1877539311275664,"(33, 41)",33,41
932d8a37,0,32.2141,,0.7922745907237975,0.17427732145873456,0.33154199392686967,0.3243809180797467,"(41, 47)",41,47,0.6738638747678937,0.14523771134378763,0.27272023651479016,0.2669518502808212,"(41, 47)",41,47
9337d950,1,33.6352,,0.5991439082155576,0.1395694620354455,0.29957354391658925,0.2961729875612262,"(2, 0)",2,0,0.4016149187111283,0.11982823322267208,0.2426356117000704,0.24230569862681506,"(2, 0)",2,0
936c7db6,0,38.9108,,0.8237027712781647,0.22126188402164088,0.3508484570872307,0.34463705136465955,"(37, 31)",37,31,0.607594668336258,0.10233173912497229,0.2344663889332611,0.2299454236906861,"(37, 31)",37,31
939283d3,0,34.7651,,0.852679412755382,0.23197856782893908,0.36222195307962896,0.35715609401800935,"(38, 43)",38,43,0.6431318765691058,0.09631964266519569,0.25508357337197407,0.24977805175533432,"(38, 43)",38,43
93a797d3,1,35.7025,,0.5688802361438585,0.17918192023334395,0.3430363646735783,0.34125628863746643,"(28, 32)",28,32,0.42587155474801475,0.11028479523277054,0.24964026430630057,0.2476625323742557,"(27, 32)",27,32
93afeece,0,na,,0.6713785953696165,0.30548019344683447,0.4442203963322617,0.4453355944209489,"(34, 40)",34,40,0.5654250876625144,0.17879507193381622,0.2885560097141547,0.289385299959058,"(34, 40)",34,40
93beaaaa,0,41.870400000000004,,0.6412964255351736,0.14934455780461112,0.29960577508216396,0.29715733992953497,"(35, 33)",35,33,0.39679765589150134,0.10543763103509274,0.2250901844928459,0.22438768110089324,"(35, 33)",35,33
93ec3e49,1,34.4721,,0.622365001821753,0.1404346700632837,0.2706637761009629,0.2652499146956935,"(34, 39)",34,39,0.42806979836674414,0.0820873220949023,0.23972690577709194,0.23966519131597178,"(35, 38)",35,38
94462587,1,37.254,,0.6055471032332675,0.13440174609090896,0.2643641731152601,0.2627664799843491,"(36, 36)",36,36,0.3180678135833173,0.13436846694151502,0.2456370359379803,0.2465631986751758,"(48, 9)",48,9
944e1ee2,1,41.4201,,0.5576413065089928,0.16567326536110694,0.29724674023876435,0.29681533746503325,"(37, 33)",37,33,0.4000597105217553,0.10511488560647624,0.22807656720003935,0.22846261946342145,"(37, 33)",37,33
94913c6b,0,na,,0.550398778936906,0.2284360958567135,0.36964836414159946,0.37050923430335947,"(35, 37)",35,37,0.3735589255825372,0.1453861961777688,0.26268416036575903,0.26430942349843983,"(40, 36)",40,36
94dbd8f7,0,45.2393,,0.729193638981007,0.24007673099937563,0.37616017994306133,0.37162265243645254,"(33, 37)",33,37,0.6142930880478048,0.13257632865819868,0.2807933556969217,0.27420214298776663,"(33, 37)",33,37
94ddcb93,0,45.2851,,0.6247373564659069,0.14296767450389394,0.2840065130898874,0.2799944101000299,"(37, 37)",37,37,0.47488376478067873,0.10847772495658005,0.2366067229964257,0.23608978918917736,"(39, 37)",39,37
94e0a5db,0,35.6314,,0.4786459414594086,0.13295689505087446,0.2571333875305678,0.2582631629381057,"(35, 35)",35,35,0.4634948670838252,0.11123439768777969,0.25698491858859224,0.25827142663700015,"(35, 35)",35,35
95294372,1,33.6352,,0.5663983469810253,0.23518160494144763,0.3515888487799662,0.3516447802040563,"(36, 37)",36,37,0.3976222434145176,0.1199628455123553,0.2507126507366816,0.2524151189743301,"(37, 38)",37,38
95429378,0,na,,0.501574004053525,0.14886338118949802,0.27816482316964014,0.2791896529615402,"(37, 37)",37,37,0.31563235319632393,0.11770641947064069,0.24676541901127486,0.24804768555606146,"(58, 4)",58,4
9545edd5,1,40.7118,,0.5050558506389896,0.12851707013459832,0.2514831257589668,0.25101460274118487,"(44, 48)",44,48,0.3242857048129976,0.11708711568939145,0.24671119410318845,0.24746718252090333,"(28, 33)",28,33
957821db,1,38.4591,,0.5414144057286204,0.16241203336151222,0.2900895470953449,0.2888359447120404,"(34, 37)",34,37,0.3483498078833344,0.1017988863475418,0.21444480698913215,0.21615509260228688,"(20, 72)",20,72
958a8c7e,0,38.7816,,0.936455782555085,0.16289314765612084,0.3453743409631579,0.31296137115878847,"(40, 47)",40,47,0.7332509780330693,0.10226255090089521,0.24297399290784905,0.2378799456804512,"(38, 35)",38,35
958d155f,0,42.5145,,0.6005782270903345,0.1587045242293147,0.29799042330945075,0.29785081757521986,"(36, 36)",36,36,0.3717354026931632,0.10612910196053324,0.20968445899232147,0.210639665635038,"(36, 36)",36,36
958d42a8,1,40.3904,,0.6406685713807093,0.19726743034711425,0.33125053719831693,0.31623672498469907,"(23, 7)",23,7,0.48261643065642346,0.1277836699737416,0.2558830153702418,0.24676009407703933,"(1, 6)",1,6
95be51e8,1,42.5591,,0.4674075477808815,0.14065234312134192,0.26734833513846756,0.2690100846541791,"(0, 70)",0,70,0.3513346110532444,0.07505220962583568,0.19845658952418574,0.19983835058265184,"(34, 35)",34,35
95e55acb,0,38.1403,,0.7638195718691027,0.24448409939691698,0.39038882577732953,0.38803742460963936,"(36, 38)",36,38,0.5880910302147755,0.11412171912457741,0.2677912437043273,0.2641964987443166,"(36, 21)",36,21
95ed1e8c,1,34.4721,,0.6916147985571957,0.14885734856466407,0.26815843245838894,0.26213357786902164,"(38, 36)",38,36,0.3442408175971567,0.12046769145507107,0.2395587564607529,0.23943696116445418,"(32, 32)",32,32
9627378d,0,35.6291,,0.6140610937378164,0.1498763262052636,0.25588501186881546,0.25711776192211194,"(36, 34)",36,34,0.39666453929392564,0.14120992467495116,0.24820356505858493,0.250738909293453,"(36, 35)",36,35
96626f2c,0,43.478,,0.6392667713451716,0.14158368566853752,0.28914663775394117,0.2866438209668513,"(41, 34)",41,34,0.5573639677999427,0.07598878709540782,0.20143291743343045,0.20075614465217284,"(38, 34)",38,34
968e1414,0,na,,0.4982219835429995,0.13331050159331098,0.2763992585178392,0.2778322001969926,"(38, 36)",38,36,0.3977122217588901,0.09469624337981744,0.25479682488718214,0.2557939373017834,"(33, 38)",33,38
96b89aba,1,43.947,,0.5691241087420013,0.14213042345436672,0.2973415131959154,0.294624073742806,"(39, 42)",39,42,0.4242503366802934,0.07649986508857191,0.2186109199904657,0.21716819965136416,"(37, 43)",37,43
9746de5e,0,40.9806,,0.7606227792711433,0.15673033528830263,0.2948021765023491,0.2810791608010608,"(37, 40)",37,40,0.5722848676242687,0.07300460713054256,0.24371404277178646,0.23979475564479188,"(37, 40)",37,40
974931df,1,38.4591,,0.4992687312003966,0.1146835758647942,0.24131808884273737,0.24138417779112603,"(38, 38)",38,38,0.2814835959469536,0.08750522993673622,0.206507057446476,0.2064527248618529,"(0, 51)",0,51
97619e0f,0,40.2513,,0.4775592463586379,0.13767924374217377,0.2700328219285038,0.27188645014628865,"(39, 48)",39,48,0.4130685798762405,0.1031942798352186,0.2251765151566015,0.2265725881316632,"(40, 48)",40,48
979daee4,0,36.5572,,0.7856967611884251,0.23043111231032382,0.3775925611276623,0.35584536916772314,"(39, 45)",39,45,0.6467558263688924,0.12290560726994113,0.29961445999011427,0.28082688739891365,"(37, 44)",37,44
97a9e49b,1,40.7177,,0.6609559895588726,0.15672334292769968,0.28693926458569585,0.28110460003099075,"(49, 51)",49,51,0.5051952989998207,0.10413894650627266,0.25093866057425845,0.2508262452484355,"(48, 51)",48,51
97c1936d,0,32.3976,,0.7078852489061007,0.24337255087895843,0.3793823196318852,0.37700634632132535,"(41, 43)",41,43,0.5623054478491051,0.11741504618398087,0.26199432966503217,0.2590871646483797,"(34, 33)",34,33
97ddc1f8,1,33.6352,,0.4871651793504349,0.13979303061322776,0.2845690317636034,0.28523793270621955,"(35, 39)",35,39,0.3725220121007474,0.13032442708510944,0.2430063961710814,0.2459362793282787,"(33, 32)",33,32
97de1784,0,38.744,,0.6211877300997667,0.1701808825221597,0.30183376048970423,0.3026550803376116,"(38, 45)",38,45,0.364131416195075,0.07093908125816022,0.21607175994810857,0.21645601339023346,"(37, 46)",37,46
97e2d963,0,41.1415,,0.5196758421394699,0.23626481009396738,0.36092572971992737,0.3617233394377514,"(37, 35)",37,35,0.34832232454085743,0.1571719009907664,0.2722390679453926,0.27329625213460196,"(39, 35)",39,35
9847a428,0,na,,0.7403002746489562,0.23195737885741488,0.3781417291583448,0.3741907183928848,"(53, 67)",53,67,0.5313024800968251,0.16115246118130558,0.2777518344641541,0.27726935879280495,"(40, 25)",40,25
985a26fb,0,38.7591,,0.8823625319355195,0.1898468655578204,0.33138258500755013,0.31462898061004696,"(35, 48)",35,48,0.658127723032123,0.1261875670693269,0.256993266471686,0.24149768835799135,"(35, 47)",35,47
98dc1deb,1,40.7129,,0.5781355041210307,0.1918491111899507,0.32956763904601966,0.3292198933631355,"(43, 44)",43,44,0.427713499578514,0.1479658911403376,0.25306024148137424,0.25415847276673725,"(41, 44)",41,44
9915bb7e,1,37.6894,,0.6455781557956773,0.23609036253781857,0.38179217892625666,0.37914549763770394,"(37, 26)",37,26,0.500815688154976,0.10041588217615621,0.265223618751051,0.2632508100169891,"(34, 35)",34,35
992bbcd7,1,37.2294,,0.5449207068800441,0.18765897960693612,0.3045653518668863,0.3045970869701087,"(34, 36)",34,36,0.3983313635068277,0.09983676265619765,0.24655912719296996,0.24654118707299238,"(37, 35)",37,35
99488cc6,1,35.6588,,0.5530097463286243,0.21695301941348527,0.3297995448575679,0.3297094084617485,"(34, 36)",34,36,0.41677711106471144,0.06683654737624695,0.25716467489004835,0.2578054686890817,"(32, 34)",32,34
996ea0b1,1,36.1049,,0.5596928102678665,0.23442489691191434,0.36490123903355787,0.36436323600765075,"(30, 33)",30,33,0.3608141206696473,0.1332197380105819,0.2646301159888179,0.2674309578551855,"(35, 30)",35,30
9997020b,1,38.4755,,0.48734786567727634,0.1140248232042072,0.266072324089934,0.26706589680402504,"(31, 33)",31,33,0.3391619208356093,0.10124956849282696,0.2085121597220131,0.21079909394960636,"(32, 31)",32,31
99d068d8,0,36.3966,,0.8393712180178651,0.28104373782631265,0.411128767191402,0.4041177724916695,"(41, 47)",41,47,0.5938150065182263,0.15954966505470944,0.2796861310808166,0.27590522527017686,"(39, 38)",39,38
99eeae27,0,40.4253,,0.7410538417250636,0.08884737678538274,0.2504267192676099,0.23895828983362122,"(19, 36)",19,36,0.5297883037276038,0.07217448554672828,0.23195954142212932,0.23091817198106018,"(18, 33)",18,33
99fb2f48,0,36.4447,,0.533968601135011,0.14230182976989678,0.2666621194989746,0.2671277312085731,"(35, 35)",35,35,0.4254161663576567,0.13287687552311833,0.26121617443439404,0.26127679557338956,"(35, 34)",35,34
9a3c8482,0,na,,0.5049713315708099,0.2157800478063083,0.34306739324951835,0.34340104879924843,"(36, 34)",36,34,0.4156072679468595,0.1406970393871571,0.24789681018065102,0.25022364336238767,"(38, 34)",38,34
9a574b10,0,39.5661,,0.6670046806188816,0.19613034288641856,0.33807130442012034,0.33416956232658696,"(30, 38)",30,38,0.5762361247136,0.11527520934205306,0.24593758955234912,0.2419205454450093,"(40, 24)",40,24
9a5b0c85,0,41.0344,,0.5422874412118218,0.25467744053576885,0.3713433111507792,0.373580887328317,"(38, 38)",38,38,0.4440336692258956,0.14846722220660052,0.2705154477163762,0.27325346287622393,"(36, 38)",36,38
9ab2d2c4,0,40.4082,,0.8527155960402848,0.19753744016483724,0.3676825395385101,0.35845728383110964,"(38, 45)",38,45,0.6680961245420939,0.13837784413332718,0.2581057684457227,0.2539822553082612,"(38, 45)",38,45
9b2d93b2,1,39.2325,,0.4980605609722877,0.18444710544689188,0.3070963783222673,0.30549374192450907,"(44, 50)",44,50,0.392342537523425,0.10287376548066261,0.23443601077731474,0.23455158203342735,"(44, 49)",44,49
9b47d1bf,0,na,,0.49831799451220604,0.22556322031285492,0.3684780524267338,0.3702788353982859,"(37, 35)",37,35,0.4288297345984097,0.14181995516513338,0.25291639447175357,0.25458907006041204,"(41, 34)",41,34
9b9349e8,0,na,,0.4986092431578568,0.17947230885603288,0.30940143060845043,0.3111768858334226,"(36, 38)",36,38,0.4002937364801898,0.07329459690200289,0.24649959686776815,0.2475463544897985,"(36, 38)",36,38
9bbad755,0,39.6728,,0.48841038042230767,0.1905201638241537,0.31224967746341437,0.31339376328299234,"(38, 36)",38,36,0.32442239860753064,0.1268988185228904,0.2444135703879021,0.24583654159290413,"(21, 34)",21,34
9bcafab4,1,45.2859,,0.39534426694235264,0.12143188937223011,0.25745854791252465,0.2587579503513979,"(37, 36)",37,36,0.31337873157731105,0.12144050206594961,0.23868686221500393,0.24036151077666107,"(50, 36)",50,36
9bccbe2e,0,33.9235,,0.5690899446414437,0.21447351089392333,0.34367083272314636,0.3434895563797152,"(35, 34)",35,34,0.3752811901162273,0.08105513250735234,0.2585865205302355,0.2613109347457453,"(36, 34)",36,34
9c3de736,1,41.1275,,0.4764244024361036,0.16522997961271946,0.29438573886824504,0.2963490679145924,"(37, 39)",37,39,0.34549405801410776,0.15720085509714923,0.26018681096483687,0.26130446587738,"(47, 41)",47,41
9c74b2f4,1,41.0849,,0.5067049509004167,0.13879202620612116,0.2695855846612808,0.27014830634805637,"(37, 36)",37,36,0.3406992928965992,0.11709681275988897,0.2476237522975216,0.250964322558168,"(36, 35)",36,35
9c7eded0,0,42.542,,0.7390309804700502,0.24529960059037959,0.39786699635266076,0.3944346991794235,"(39, 28)",39,28,0.6644902601527083,0.13003781508499224,0.2757695186235716,0.27166539931688755,"(36, 39)",36,39
9c810836,1,38.8723,,0.6040833566162739,0.1547658434177881,0.29114097661692573,0.2891980143789857,"(36, 35)",36,35,0.44958116632475154,0.10216570483692865,0.21907818909310736,0.22109857937169364,"(40, 35)",40,35
9ca2cf2a,1,35.2984,,0.7446263397163491,0.1793766219534497,0.3515925905008395,0.34430619180635935,"(29, 40)",29,40,0.5452171405916679,0.11048686323650622,0.26370704225467584,0.26059924704865045,"(29, 40)",29,40
9cadda28,0,na,,0.8074533852597748,0.2337479715922201,0.3784366564642738,0.3660630776238279,"(29, 35)",29,35,0.5902988337988925,0.16616493674917507,0.28815444401700885,0.2827101382597842,"(46, 40)",46,40
9cb5cd37,0,38.7459,,0.5600527859658612,0.10168072667104211,0.2679420733071275,0.27033478176157033,"(40, 47)",40,47,0.4393353637852258,0.08722079915427583,0.22470663686893458,0.2250471691434331,"(41, 47)",41,47
9cb7b5b9,1,33.6523,,0.6002473052115298,0.2265651470634279,0.3561431500370411,0.3532639790874324,"(46, 34)",46,34,0.4661977322914542,0.13875138077309734,0.25533771739746297,0.254669837434222,"(45, 35)",45,35
9ce9aca5,1,42.5591,,0.469355537181809,0.15879267035085545,0.27480584235507116,0.27490652672173604,"(36, 37)",36,37,0.342576972304369,0.07505111278495671,0.19687612426688653,0.1998484091120754,"(33, 37)",33,37
9d0b55d0,1,38.4755,,0.46879486453117736,0.11425746564744227,0.24147192218527752,0.2409222332836963,"(36, 37)",36,37,0.3378423838659892,0.08700684039828488,0.20792014876087228,0.21098522036829526,"(36, 38)",36,38
9d128f64,1,39.9638,,0.678817407602623,0.17167627549132988,0.3419807936492426,0.33688091558692657,"(40, 39)",40,39,0.46531360375845493,0.07247569300899548,0.24236861521445932,0.2392290973538016,"(37, 40)",37,40
9d1b433b,1,39.9844,,0.525346870942312,0.1470764778285582,0.27648716892938296,0.2774194390317009,"(47, 49)",47,49,0.3829591635172377,0.08876830452929474,0.23223093631721914,0.2348653159170956,"(34, 12)",34,12
9d2c5335,1,33.635,,0.5503960617629104,0.1559681555184757,0.286030277738502,0.28472942231784015,"(37, 40)",37,40,0.3781631145973368,0.1298482859667585,0.25939144796047314,0.2611853838574139,"(38, 36)",38,36
9d586019,0,na,,0.44692484206987043,0.19047961810393707,0.342967504391629,0.34339396918993914,"(38, 35)",38,35,0.3969971188981496,0.10959280081509239,0.2477022830244331,0.25022451584945044,"(36, 35)",36,35
9d8f326c,0,na,,0.54691288151865,0.17259975319085968,0.30875580822780896,0.30928357644312854,"(37, 38)",37,38,0.395917154411863,0.11729132751848124,0.24986775588062377,0.25121123639692955,"(37, 37)",37,37
9dd2dee0,1,34.4721,,0.6040625041754738,0.2467136902294013,0.3598451898464266,0.3574991185387846,"(40, 30)",40,30,0.5120419667274316,0.13111179680284846,0.2524926200335571,0.25008855743687036,"(35, 33)",35,33
9de164df,1,45.2858,,0.5082636615021416,0.16913404761605622,0.2887597374264865,0.2906130014332719,"(43, 35)",43,35,0.3211450754536783,0.09409948715709017,0.2392551486652588,0.2402541325474369,"(41, 35)",41,35
9e25e53e,0,40.3973,,0.79341928128604,0.2504312329628205,0.38542891879253827,0.3825166879354085,"(36, 37)",36,37,0.6137863974181563,0.14771470211496845,0.2692518547767609,0.2636007147214593,"(36, 37)",36,37
9e361ab3,1,41.8447,,0.4934048329002807,0.1399370034426844,0.28364715207924807,0.2823435815165161,"(36, 35)",36,35,0.38208663906217316,0.090980894328156,0.21632595004534605,0.21498128590034982,"(31, 36)",31,36
9e37732e,0,na,,0.8443726130000374,0.1152612744772506,0.26195199981014683,0.2456253249391104,"(36, 33)",36,33,0.5922061403744935,0.10252625388356457,0.22547208818937478,0.22587256683300758,"(37, 33)",37,33
9ec48e6b,0,42.5075,,0.600610583896262,0.054870262669459456,0.2126850126709496,0.21025002537690946,"(35, 35)",35,35,0.3677968963790491,0.07461961807601741,0.20641333563736394,0.2102242246880535,"(37, 34)",37,34
9eeec033,0,33.1761,,0.5026264851973347,0.1937177042681668,0.3366222258185308,0.33819180247052444,"(34, 34)",34,34,0.4413381703018965,0.11861593737716625,0.2562193091302874,0.25732431700217034,"(36, 32)",36,32
9efee165,1,33.634,,0.5569743026136122,0.2752088933453866,0.40285251151854656,0.4039538072443748,"(36, 35)",36,35,0.478242939685119,0.13016618286012627,0.2766585983760684,0.2777360271944745,"(36, 35)",36,35
9f345fd1,1,38.02,,0.5315806040442319,0.1692886647876785,0.2841621231218733,0.28331690315553143,"(40, 35)",40,35,0.39970285084898477,0.08679397848317273,0.2423321002758965,0.24431984747530164,"(37, 33)",37,33
9f5d3bfb,0,na,,0.5378068088292102,0.20735269526709174,0.3647118597349248,0.366392379169516,"(38, 36)",38,36,0.39565181863197624,0.12746286894486503,0.2598538106634161,0.2616616870090765,"(37, 37)",37,37
9f84a328,0,45.1398,,0.590055397444281,0.20242420281106357,0.32483881370875606,0.3250807025604853,"(35, 32)",35,32,0.4516938314267248,0.057875506964839826,0.24674499653874687,0.24818295844309224,"(38, 36)",38,36
9fabab12,1,39.234,,0.4679233745964872,0.10243704831344762,0.23176355328050818,0.23007172242507132,"(41, 43)",41,43,0.3241301029774045,0.07128454874271126,0.2121279038557591,0.21198343281680104,"(43, 44)",43,44
9fde51a8,1,36.4332,,0.6663276555863802,0.167120821111036,0.2975202554491443,0.29302874361264686,"(46, 36)",46,36,0.48814341184520355,0.12322845241136483,0.26590935201986793,0.26488778270824376,"(30, 37)",30,37
9ff1e0f0,0,na,,0.7205919510625497,0.15061177047866733,0.2754388253552119,0.27249947202068603,"(35, 35)",35,35,0.5611098788270026,0.07555463753297752,0.19317005331023365,0.1883358550702267,"(36, 36)",36,36
9ff92f2d,1,33.635,,0.5405298284879889,0.17030457625945752,0.3047227004160395,0.3039435816959992,"(38, 36)",38,36,0.41541484715721777,0.13911634211145057,0.26124196190133175,0.2639140871462015,"(40, 71)",40,71
a0137431,0,39.0551,,0.8050399489390658,0.22525735127685242,0.3521790576426222,0.34980345857860196,"(38, 32)",38,32,0.61442383646621,0.12604045328644436,0.24339881660175697,0.24132203178405556,"(38, 32)",38,32
a02b0f96,0,43.2207,,0.5562323520795406,0.13097932833851936,0.28346985766705846,0.28374824829526,"(37, 35)",37,35,0.4569264604087308,0.05595252055031102,0.19750865189636363,0.20046601777560275,"(37, 35)",37,35
a02ce286,1,35.2954,,0.6539862637631095,0.2163737129320132,0.34085094549124056,0.33825453429033703,"(34, 36)",34,36,0.5039827040158935,0.121554374091741,0.2600367639347374,0.26024176417083517,"(33, 37)",33,37
a04714f1,1,41.8265,,0.5710199608088784,0.12938680263106198,0.28322499899788633,0.28216874757323956,"(39, 39)",39,39,0.4492989790804525,0.10524421311737935,0.24220382316851002,0.24464956033631932,"(40, 38)",40,38
a0473c22,0,34.0458,,0.613212425571868,0.18969431742694692,0.35203287907502145,0.350627821747802,"(38, 35)",38,35,0.5526549806248046,0.12018592799020263,0.25271969775098213,0.252660312767168,"(36, 36)",36,36
a09cae27,0,na,,0.6525193886567907,0.22204742151654805,0.3604061778532139,0.3595033085706548,"(38, 37)",38,37,0.5718991037015189,0.15926780187703374,0.282930484447583,0.2832230235475783,"(74, 48)",74,48
a0d0d3b5,0,45.3656,,0.6559356366792365,0.2481310080705552,0.37107716342501446,0.37192761159308957,"(37, 36)",37,36,0.5202233776277566,0.13285824169227795,0.2693972332908978,0.27152870552235453,"(37, 35)",37,35
a0d9ef1f,1,39.9784,,0.643807817224829,0.14709355364678656,0.29761126579226516,0.28524638336662744,"(45, 45)",45,45,0.5125415029631655,0.10316432860076406,0.23980817131608653,0.23488566979385972,"(39, 50)",39,50
a15b312f,1,40.7129,,0.4940750276054907,0.18585745585564456,0.30403353192357596,0.3047852699654456,"(44, 50)",44,50,0.3721389653519932,0.12842745324915178,0.2511514909779077,0.2543336307766372,"(48, 50)",48,50
a1766f00,1,41.8664,,0.6165743425785054,0.15759611666478213,0.3044015940067197,0.3034207749838914,"(36, 36)",36,36,0.388778178590025,0.1488963861286722,0.25329329587810084,0.25509414035694394,"(29, 35)",29,35
a1bb8d84,1,38.0736,,0.5259530001689136,0.14495399101507841,0.30790077223359064,0.30783862569028686,"(39, 35)",39,35,0.3343533704225091,0.11382292969788417,0.23545057939012942,0.23671916396395104,"(33, 36)",33,36
a1ca169b,0,na,,0.5370464986745177,0.2074520092230358,0.33235120053444295,0.3327700681497152,"(37, 35)",37,35,0.4208848549407995,0.13241486869518415,0.2539540845567707,0.2545862282454076,"(41, 34)",41,34
a1ca4187,0,na,,0.7483072629213341,0.20826368393752315,0.3552414509839871,0.35200284889461375,"(37, 40)",37,40,0.6456274762429252,0.15128656443710822,0.28465467334981787,0.28327392693563996,"(36, 36)",36,36
a1d7e70a,1,39.234,,0.636311707520001,0.11544927051107402,0.2704253931648289,0.2624666934295841,"(42, 46)",42,46,0.3994133596415604,0.08825366180327418,0.219917191646841,0.21703072061847467,"(38, 44)",38,44
a210f335,0,38.7812,,0.5500402116823127,0.1899485975493384,0.31513250330176806,0.3166170545594579,"(39, 45)",39,45,0.41354530680733353,0.071008780510374,0.23160948926900743,0.23382620875354806,"(39, 46)",39,46
a2303efc,0,na,,0.5121247158932842,0.22058260298687718,0.3639247187738764,0.3664480563082211,"(37, 37)",37,37,0.42517548456934345,0.13695900567186392,0.2603238920638554,0.2617162423787009,"(38, 35)",38,35
a2930a87,1,38.4591,,0.6222708853958828,0.18299481333862208,0.33811261363465395,0.33624664242050045,"(39, 34)",39,34,0.4525604977543679,0.08696894953155924,0.2299302931297278,0.22900782416484045,"(30, 39)",30,39
a29662a4,0,39.6636,,0.7287565354266642,0.21697323618513958,0.35641628758627175,0.3518930900221183,"(37, 30)",37,30,0.5984539080540229,0.1153597408743337,0.24055380214351071,0.23432404987155994,"(38, 29)",38,29
a2a728d6,1,36.4792,,0.5226148646667867,0.1738778594890995,0.3096658464955901,0.311387903061602,"(37, 35)",37,35,0.35467046562490717,0.1593808762003677,0.2680795080941207,0.2703118228877188,"(37, 31)",37,31
a2d9739d,0,38.1493,,0.9109797212069797,0.1534640553278448,0.33500801186201284,0.3135236766066376,"(36, 37)",36,37,0.729265955694409,0.10093238205321037,0.2426003492851002,0.23258829918069976,"(36, 37)",36,37
a2d9dcdd,0,41.145,,0.6445985148575074,0.20879047916191787,0.3459422114226605,0.3451564304490208,"(35, 37)",35,37,0.5439167858733277,0.11710162390283503,0.2552386432042875,0.254411755761057,"(35, 38)",35,38
a2f6ae55,1,40.7129,,0.5519726084930185,0.17936247519893203,0.31092246076184704,0.3069602057154982,"(46, 56)",46,56,0.4027587243222072,0.1284487045411805,0.24263741917861512,0.23995054444189845,"(39, 49)",39,49
a3399df1,0,35.6291,,0.6047468580993025,0.09759969336317538,0.26109882459872413,0.26046124452352337,"(36, 35)",36,35,0.46980587761130393,0.12173020516308924,0.25345462665984986,0.254262049445188,"(36, 35)",36,35
a4067cf5,0,39.7808,,0.8544558088792661,0.1465887450963734,0.3057134482973252,0.2847578404678844,"(40, 37)",40,37,0.6408367245659053,0.08822855910406849,0.23503269786582903,0.2260428015230533,"(40, 38)",40,38
a44f95c2,0,na,,0.7309378527963759,0.13264394640556265,0.2796022958763059,0.26513161791408385,"(35, 41)",35,41,0.6442666706352365,0.12124475336136858,0.24195957779071386,0.23611511624219925,"(37, 26)",37,26
a4640b34,0,42.5511,,0.595986801314853,0.19394766692970908,0.35200801350173455,0.3498983851710304,"(34, 35)",34,35,0.440797851528029,0.1061599132179497,0.2404009124275817,0.24176166555088038,"(33, 35)",33,35
a47b7dee,1,32.2297,,0.4556682343514211,0.19223895087369358,0.3197347910525881,0.32145705189912016,"(37, 33)",37,33,0.3246900402460833,0.12747175584880427,0.2534012536846929,0.2558160860090767,"(9, 37)",9,37
